id_n,Year,Gender,City,TaxpayerType,companytype,Activity,entactivitycode,SectorDescription,Size,gross_wage,net_income_business,net_income_partnership,gross_rents,gross_i_interest_pen_pay,gross_i_interest,gross_i_inta_prop,capital_gain,foreign_s_inc,other_inc_gifts,total_inc,ded_rents_expen_rents10pct,ded_pen_cont,ded_exp_int_prop,other_allowed_ded,total_ded,taxable_amount,loss_carried_for,dis_charity_contribution,tot_additional_ded,taxable_inc_before_tax,tax_on_tax_inc_bracket,tax_withheld_wage_employer,tax_withheld_wage_interest,tax_withheld_rents,tax_witheld_lottery_gains,foreign_tax_credit,total_witheld_credit,total_pay_for,q_advance_business_inc,q_payment_ren_inc_int_prop,total_advance_payment,total_tax_payable,amount_due,sector,companytype_en
8980,2022,M,PRIZREN,BIZNES,Individual,"Tregtia me shumicë e porcelanit dhe artikujve të xhamit, si dhe e materialeve pastruese ",4644,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,4,0.0,270308.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270308.42,0.0,2400.0,0.0,0.0,2400.0,267908.42,0.0,0.0,0.0,267908.42,26524.44,0.0,0.0,0.0,0.0,0.0,0.0,26524.44,26436.4,0.0,26436.4,88.04,88.04,46,Individual
8981,2022,M,PRISHTINË,BIZNES,Individual,Aktivitetet e programimit kompjuterik ,6201,Informimi dhe komunikimi,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,Individual
8982,2022,M,PRISHTINË,BIZNES,Individual,Prodhimi i stolive të çmuara dhe artikujve të ngjashëm me to,3212,Industria perpunuese,2,0.0,-10118.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10118.96,0.0,0.0,0.0,0.0,0.0,-10118.96,0.0,0.0,0.0,-10118.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,Individual
8983,2022,M,PEJË,BIZNES,Individual,Aktivitetet e dentistëve,8623,Aktivitetet e shendetit te njeriut dhe te punes sociale,3,0.0,13292.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13292.57,0.0,600.0,0.0,0.0,600.0,12692.57,0.0,0.0,0.0,12692.57,1002.86,0.0,0.0,0.0,0.0,0.0,0.0,1002.86,597.2,0.0,597.2,405.66,405.66,86,Individual
8984,2022,M,PEJË,BIZNES,Individual,Prodhimi i artikujve të plastikës për ndërtimtari,2223,Industria perpunuese,3,0.0,8271.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8271.27,0.0,2000.0,0.0,0.0,2000.0,6271.27,0.0,0.0,0.0,6271.27,360.73,0.0,0.0,0.0,0.0,0.0,0.0,360.73,1001.0,0.0,1001.0,0.0,0.0,22,Individual
8985,2022,M,PRIZREN,BIZNES,Individual,Përfundimi dhe finalizimi i punëve të tjera të ndërtesave ,4339,Ndertimtaria,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,Individual
8986,2022,M,MITROVICË,BIZNES,Individual,Instalime elektrike,4321,Ndertimtaria,2,0.0,5075.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5075.44,0.0,0.0,0.0,0.0,0.0,5075.44,0.0,0.0,0.0,5075.44,247.64,0.0,0.0,0.0,0.0,0.0,0.0,247.64,0.0,0.0,0.0,247.64,247.64,43,Individual
8987,2022,M,RECANE,BIZNES,Individual,Tregtia me pakicë e mishit dhe produkteve të mishit në dyqane të specializuara,4722,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3,0.0,13634.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13634.94,0.0,1000.0,0.0,0.0,1000.0,12634.94,0.0,0.0,0.0,12634.94,997.09,0.0,0.0,0.0,0.0,0.0,0.0,997.09,600.0,0.0,600.0,397.09,397.09,47,Individual
8988,2022,M,GJAKOVË,PERSON FIZIK,Person fizik,INXHINIER,10000,Person Fizik,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,20000.0,1733.6,0.0,0.0,0.0,0.0,0.0,0.0,1733.6,0.0,0.0,0.0,1733.6,1733.6,10,
8989,2022,F,FERIZAJ,PERSON FIZIK,Person fizik,SHITES,10000,Person Fizik,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,
8990,2022,M,FUSHË KOSOVË,BIZNES,Individual,Aktivitetet e tjera mbështetëse të transportit,5229,Transporti dhe magazinimi,3,0.0,18037.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18037.54,0.0,0.0,0.0,0.0,0.0,18037.54,0.0,0.0,0.0,18037.54,1537.35,0.0,0.0,0.0,0.0,0.0,0.0,1537.35,2000.0,0.0,2000.0,0.0,0.0,52,Individual
8991,2022,M,GJILAN,BIZNES,Individual,Aktivitetet e inxhinierisë dhe këshillimit teknik,7112,"Aktivitetet profesionale, shkencore dhe teknike",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,Individual
8992,2022,M,SUHAREKË,BIZNES,Individual,Prodhim i pijeve freskuese; prodhimi i ujit mineral dhe ujit tjetër në shishe,1107,Industria perpunuese,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,Individual
8993,2022,M,GJILAN,BIZNES,Individual,Transporti tjetër rrugor i pasagjerëve p.k.t.,4939,Transporti dhe magazinimi,2,0.0,-1681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1681.0,0.0,0.0,0.0,0.0,0.0,-1681.0,0.0,0.0,0.0,-1681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,Individual
8994,2022,M,MITROVICË,PERSON FIZIK,Person fizik,PUNETOR,10000,Person Fizik,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,
8995,2022,M,FERIZAJ,BIZNES,Individual,Prodhimi i plastikës në formë primare,2016,Industria perpunuese,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,Individual
8996,2022,M,PRIZREN,BIZNES,Individual,"Tregtia me shumicë, jo e specializuar, e artikujve ushqimorë, pijeve dhe duhanit",4639,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3,0.0,1342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1342.0,0.0,0.0,0.0,0.0,0.0,1342.0,1342.0,0.0,1342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.4,0.0,125.4,0.0,0.0,46,Individual
8997,2022,M,PRIZREN,BIZNES,Individual,Transporti rrugor i mallrave,4941,Transporti dhe magazinimi,2,0.0,21333.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21333.33,0.0,0.0,0.0,0.0,0.0,21333.33,0.0,0.0,0.0,21333.33,1866.93,0.0,0.0,0.0,0.0,0.0,0.0,1866.93,0.0,0.0,0.0,1866.93,1866.93,49,Individual
8998,2022,M,GLLOGOC,BIZNES,Individual,Aktivitetet e veterinarisë,7500,"Aktivitetet profesionale, shkencore dhe teknike",2,0.0,1319.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1319.87,0.0,153.0,0.0,0.0,153.0,1166.87,0.0,0.0,0.0,1166.87,8.27,0.0,0.0,0.0,0.0,0.0,0.0,8.27,150.0,0.0,150.0,0.0,0.0,75,Individual
8999,2022,M,PEJË,BIZNES,Individual,"Aktivitetet e ndërmjetësimit për shitjen e mobilieve, mallrave shtëpiake, pjesëve elektronike dhe hekurishteve",4615,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3,0.0,48734.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48734.12,0.0,0.0,0.0,0.0,0.0,48734.12,0.0,0.0,0.0,48734.12,4607.01,0.0,0.0,0.0,0.0,0.0,0.0,4607.01,4873.4,0.0,4873.4,0.0,0.0,46,Individual
9000,2022,M,PRIZREN,BIZNES,Individual,"Tregtia me pakicë e artikujve elektronikë, ngjyrave dhe xhamit, në dyqane të specializuara",4752,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3,0.0,45649.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45649.5,0.0,2400.0,0.0,0.0,2400.0,43249.5,0.0,0.0,0.0,43249.5,4058.55,0.0,0.0,0.0,0.0,0.0,0.0,4058.55,9189.28,0.0,9189.28,0.0,0.0,47,Individual
9001,2022,M,FERIZAJ,BIZNES,Individual,Punime suvatimi,4331,Ndertimtaria,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,Individual
9002,2022,M,GJILAN,BIZNES,Individual,Punime suvatimi,4331,Ndertimtaria,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,Individual
9003,2022,M,PRISHTINË,BIZNES,Individual,Publikimi i librave,5811,Informimi dhe komunikimi,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,Individual
9004,2022,M,HODONOVC,BIZNES,Individual,Restorantet dhe aktivitetet shërbyese lëvizëse të ushqimit,5610,Akomodimi dhe sherbimi ushqimor,3,0.0,6609.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6609.87,0.0,1000.0,0.0,0.0,1000.0,5609.87,0.0,0.0,0.0,5609.87,294.59,0.0,0.0,0.0,0.0,0.0,0.0,294.59,273.6,0.0,273.6,20.99,20.99,56,Individual
9005,2022,F,LUBIZHDË,BIZNES,Individual,Marrja dhe dhënia me qira (lizingu) e makinerisë dhe pajisjeve të ndërtimtarisë dhe inxhinierisë,7732,Sherbimet administrative dhe mbeshtetese,2,0.0,2810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2810.0,0.0,0.0,0.0,0.0,0.0,2810.0,0.0,0.0,0.0,2810.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,74.0,74.0,77,Individual
9006,2022,M,SUHAREKË,BIZNES,Individual,Mirëmbajtja dhe riparimi i automjeteve,4520,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,Individual
9007,2022,M,SUHAREKË,BIZNES,Individual,Tregtia me pakice e artikujve farmaceutikë në dyqane të specializuara (Barnatore),4773,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3,0.0,10053.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10053.07,0.0,1183.42,0.0,0.0,1183.42,8869.65,0.0,0.0,0.0,8869.65,620.57,0.0,0.0,0.0,0.0,0.0,0.0,620.57,798.66,0.0,798.66,0.0,0.0,47,Individual
9008,2022,M,MUSHNIKOVË,BIZNES,Individual,Aktivitete juridike,6910,"Aktivitetet profesionale, shkencore dhe teknike",1,8400.0,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,0.0,679.68,0.0,0.0,679.68,9820.32,0.0,0.0,0.0,9820.32,715.63,637.32,0.0,0.0,0.0,0.0,637.32,78.31,216.0,0.0,216.0,0.0,0.0,69,Individual
9009,2022,M,FERIZAJ,BIZNES,Individual,Punime suvatimi,4331,Ndertimtaria,1,0.0,-17269.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17269.68,0.0,0.0,0.0,0.0,0.0,-17269.68,0.0,0.0,0.0,-17269.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.37,0.0,120.37,0.0,0.0,43,Individual
9010,2022,M,PRIZREN,BIZNES,Individual,Mirëmbajtja dhe riparimi i automjeteve,4520,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3,0.0,8749.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8749.63,0.0,800.0,0.0,0.0,800.0,7949.63,0.0,0.0,0.0,7949.63,528.56,0.0,0.0,0.0,0.0,0.0,0.0,528.56,495.0,0.0,495.0,33.56,33.56,45,Individual
9011,2022,M,VUSHTRRI,BIZNES,Individual,Ndërtimi i rrugëve dhe autostradave,4211,Ndertimtaria,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,Individual
9012,2022,M,GJILAN,PERSON FIZIK,Person fizik,Person fizik,10000,Person Fizik,1,0.0,415.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.71,0.0,101.0,0.0,0.0,101.0,314.71,0.0,0.0,0.0,314.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.02,0.0,22.02,0.0,0.0,10,
9013,2022,F,PRIZREN,BIZNES,Individual,Aktivitetet e dentistëve,8623,Aktivitetet e shendetit te njeriut dhe te punes sociale,2,0.0,4646.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4646.84,0.0,360.0,0.0,0.0,360.0,4286.84,315.74,0.0,315.74,3971.1,159.29,0.0,0.0,0.0,0.0,0.0,0.0,159.29,100.8,0.0,100.8,58.49,58.49,86,Individual
9014,2022,M,MITROVICË,BIZNES,Individual,Tregtia me shumicë e pijeve,4634,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3,0.0,19713.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19713.31,0.0,1971.33,0.0,0.0,1971.33,17741.98,0.0,0.0,0.0,17741.98,1507.8,0.0,0.0,0.0,0.0,0.0,0.0,1507.8,1507.8,0.0,1507.8,0.0,0.0,46,Individual
9015,2022,M,LIPJAN,BIZNES,Individual,Aktiviteti i taksive,4932,Transporti dhe magazinimi,2,0.0,2265.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2265.39,0.0,267.3,0.0,0.0,267.3,1998.09,0.0,0.0,0.0,1998.09,41.52,0.0,0.0,0.0,0.0,0.0,0.0,41.52,75.95,0.0,75.95,0.0,0.0,49,Individual
9016,2022,M,FERIZAJ,BIZNES,Individual,Tregtia me pakicë e produkteve të tjera ushqimore në dyqane të specializuara,4729,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,4,0.0,20027.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20027.92,0.0,1946.0,0.0,0.0,1946.0,18081.92,0.0,0.0,0.0,18081.92,1541.79,0.0,0.0,0.0,0.0,0.0,0.0,1541.79,1300.26,0.0,1300.26,241.53,241.53,47,Individual
9017,2022,M,PRISHTINË,BIZNES,Individual,Shtypje të tjera,1812,Industria perpunuese,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,Individual
9018,2022,M,RAHOVEC,BIZNES,Individual,"Distilimi, rafinimi dhe kombinimi i pijeve",1101,Industria perpunuese,3,0.0,28074.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28074.06,0.0,800.0,0.0,0.0,800.0,27274.06,0.0,0.0,0.0,27274.06,2461.01,0.0,0.0,0.0,0.0,0.0,0.0,2461.01,453.6,0.0,453.6,2007.41,2007.41,11,Individual
9019,2022,M,MITROVICË,BIZNES,Individual,Ndërtimi i objekteve banesore dhe jobanesore,4120,Ndertimtaria,2,0.0,-6872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6872.0,0.0,0.0,0.0,0.0,0.0,-6872.0,0.0,0.0,0.0,-6872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,Individual
9020,2022,M,GJAKOVË,BIZNES,Individual,"Tregtia me pakicë e gazetave dhe materialit të shkrimit, në dyqane të specializuara",4762,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,2,0.0,3845.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3845.54,0.0,0.0,0.0,0.0,0.0,3845.54,0.0,0.0,0.0,3845.54,149.24,0.0,0.0,0.0,0.0,0.0,0.0,149.24,201.6,0.0,201.6,0.0,0.0,47,Individual
9021,2022,M,PRIZREN,BIZNES,Individual,Tregtia me pakicë e mishit dhe produkteve të mishit në dyqane të specializuara,4722,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,Individual
9022,2022,M,SOPI,BIZNES,Individual,Lyerja dhe vendosja e xhamave,4334,Ndertimtaria,3,0.0,-7477.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7477.66,0.0,0.0,0.0,0.0,0.0,-7477.66,0.0,0.0,0.0,-7477.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,1000.0,0.0,0.0,43,Individual
9023,2022,F,VELEKINCË,BIZNES,Individual,Rritja e gjedheve të tjera dhe buallicave,142,Bujqesia;Pylltaria dhe Peshkimi,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,Individual
9024,2022,F,PRISHTINË,PERSON FIZIK,Person fizik,JURIST,10000,Person Fizik,1,0.0,4215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215.0,0.0,0.0,0.0,0.0,0.0,4215.0,0.0,0.0,0.0,4215.0,178.8,0.0,0.0,0.0,0.0,0.0,0.0,178.8,0.0,0.0,0.0,178.8,178.8,10,
9025,2022,F,PRISHTINË,PERSON FIZIK,Person fizik,AVOKAT,10000,Person Fizik,1,0.0,0.0,0.0,6923.07,0.0,0.0,0.0,0.0,0.0,0.0,6923.07,692.31,0.0,0.0,0.0,692.31,6230.76,0.0,0.0,0.0,6230.76,356.68,0.0,0.0,623.08,0.0,0.0,623.08,-266.4,0.0,0.0,0.0,0.0,0.0,10,
9026,2022,M,GJAKOVË,BIZNES,Individual,Restorantet dhe aktivitetet shërbyese lëvizëse të ushqimit,5610,Akomodimi dhe sherbimi ushqimor,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,Individual
9027,2022,M,BUDAKOVË,BIZNES,Individual,Zhvillimi i projekteve të ndërtimit,4110,Ndertimtaria,3,0.0,1452.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1452.31,0.0,0.0,0.0,0.0,0.0,1452.31,1452.31,0.0,1452.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.6,0.0,453.6,0.0,0.0,41,Individual
9028,2022,F,KORROTICË E EPËRME,PERSON FIZIK,Person fizik,MARKETING,10000,Person Fizik,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28221.23,0.0,28221.23,0.0,0.0,0.0,3898.24,3898.24,24322.99,0.0,0.0,0.0,24322.99,2165.9,0.0,0.0,0.0,0.0,0.0,0.0,2165.9,0.0,0.0,0.0,2165.9,2165.9,10,
9029,2022,M,HANI I ELEZIT,BIZNES,Individual,"Tregtia me shumicë e lëndëve djegëse të ngurta, të lëngëta ose të gazta dhe produkteve të lidhur me to",4671,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,4,0.0,28198.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28198.01,0.0,0.0,0.0,0.0,0.0,28198.01,0.0,0.0,0.0,28198.01,2553.4,0.0,0.0,0.0,0.0,0.0,0.0,2553.4,0.0,0.0,0.0,2553.4,2553.4,46,Individual
9030,2022,M,FERIZAJ,PERSON FIZIK,Person fizik,SHITES,10000,Person Fizik,1,53668.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53668.88,0.0,0.0,0.0,1823.0,1823.0,51845.88,0.0,0.0,0.0,51845.88,4918.19,0.0,0.0,0.0,0.0,0.0,0.0,4918.19,0.0,0.0,0.0,4918.19,4918.19,10,
9031,2022,M,STUBLLA E EPËRME,BIZNES,Individual,Ndërtimi i objekteve banesore dhe jobanesore,4120,Ndertimtaria,3,0.0,9171.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9171.78,0.0,0.0,0.0,0.0,0.0,9171.78,0.0,0.0,0.0,9171.78,650.78,0.0,0.0,0.0,0.0,0.0,0.0,650.78,630.32,0.0,630.32,20.46,20.46,41,Individual
9032,2022,F,MITROVICË,BIZNES,Individual,Tregtia me shumicë e artikujve të parfumerisë dhe kozmetikës,4645,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,2,0.0,3554.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3554.06,0.0,561.54,0.0,0.0,561.54,2992.52,0.0,0.0,0.0,2992.52,81.3,0.0,0.0,0.0,0.0,0.0,0.0,81.3,156.93,0.0,156.93,0.0,0.0,46,Individual
9033,2022,M,RAHOVEC,BIZNES,Individual,Prodhimi i produkteve prej betonit për qëllime ndërtimi,2361,Industria perpunuese,3,0.0,3543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3543.0,0.0,668.25,0.0,0.0,668.25,2874.75,0.0,0.0,0.0,2874.75,76.59,0.0,0.0,0.0,0.0,0.0,0.0,76.59,336.87,0.0,336.87,0.0,0.0,23,Individual
9034,2022,M,PRISHTINË,BIZNES,Individual,"Tregtia me pakicë në dyqane jo të specializuar, ku mbizotëron ushqimi, pijet dhe duhani",4711,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3,0.0,11134.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11134.92,0.0,771.68,0.0,0.0,771.68,10363.24,0.0,0.0,0.0,10363.24,769.92,0.0,0.0,0.0,0.0,0.0,0.0,769.92,771.68,0.0,771.68,0.0,0.0,47,Individual
9035,2022,M,PRIZREN,BIZNES,Individual,Tregtia me shumicë e artikujve farmaceutikë,4646,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3,0.0,39482.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39482.96,0.0,2400.0,0.0,0.0,2400.0,37082.96,0.0,0.0,0.0,37082.96,3441.9,0.0,0.0,0.0,0.0,0.0,0.0,3441.9,3428.0,0.0,3428.0,13.9,13.9,46,Individual
9036,2022,M,RAHOVEC,PERSON FIZIK,Person fizik,TREGTAR,10000,Person Fizik,2,0.0,4747.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4747.51,0.0,474.75,0.0,0.0,474.75,4272.76,760.85,0.0,760.85,3511.91,122.55,0.0,0.0,0.0,0.0,0.0,0.0,122.55,0.0,130.0,130.0,0.0,0.0,10,
9037,2022,M,PLESHINË,BIZNES,Individual,"Tregtia me pakicë e mobilieve, pajisjeve të ndriçimit dhe artikujve të tjerë shtëpiakë, në dyqane të specializuara ",4759,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,Individual
9038,2022,M,PODUJEVË,BIZNES,Individual,Aktivitetet e spitaleve,8610,Aktivitetet e shendetit te njeriut dhe te punes sociale,2,0.0,8139.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8139.54,0.0,612.0,0.0,0.0,612.0,7527.54,0.0,0.0,0.0,7527.54,486.35,0.0,0.0,0.0,0.0,0.0,0.0,486.35,480.0,0.0,480.0,6.35,6.35,86,Individual
9039,2022,M,PRIZREN,BIZNES,Individual,"Tregtia me pakicë e mallrave të tjera të reja, në dyqane të specializuara",4778,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3,0.0,12243.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12243.89,0.0,0.0,0.0,0.0,0.0,12243.89,0.0,0.0,0.0,12243.89,957.99,0.0,0.0,0.0,0.0,0.0,0.0,957.99,600.0,0.0,600.0,357.99,357.99,47,Individual
9040,2022,M,MAZGIT,BIZNES,Individual,"Tregtia me pakicë e mallrave të tjera të reja, në dyqane të specializuara",4778,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,2,0.0,3067.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3067.89,0.0,0.0,0.0,0.0,0.0,3067.89,0.0,0.0,0.0,3067.89,87.03,0.0,0.0,0.0,0.0,0.0,0.0,87.03,53.39,0.0,53.39,33.64,33.64,47,Individual
